project_id,parcel_id,project_name,project_type,state,district,land_area_acres,affected_families,ownership_complexity,documentation_completeness,legal_dispute,compensation_status,compensation_pending_days,notification_status,approval_status,approval_processing_days,rehabilitation_progress,possession_status,stakeholder_responsiveness,administrative_processing_days,historical_delay_rate,planned_completion_date,actual_completion_date,delay_days,delay_status,latitude,longitude
PRJ-1097,PCL-11866,NH-71 Four-Laning Bypass Section 3,Highway / Expressway,Tamil Nadu,Tiruchirappalli,32.23,46,Medium,0.85,0,Fully Disbursed,0,Award Declared (Sec 23),Pending Environmental Clearance,98,0.58,Full Possession,High / Cooperative,301,0.426,2026-02-04,2026-08-04,181,1,10.900161,78.73897
PRJ-1071,PCL-11867,Maharashtra Dedicated High-Speed Rail Segment 1,Railway & Freight Corridor,Maharashtra,Pune,28.17,20,High,0.4,1,Pending Disbursal,102,Notification Pending,Conditional Clearance,75,0.81,Initial Stage (<30%),High / Cooperative,206,0.577,2024-08-01,2025-04-10,252,1,20.314781,75.23194
PRJ-1006,PCL-11868,Bhopal Multi-Modal Logistics Park 5,Industrial Corridor / SEZ,Madhya Pradesh,Bhopal,56.05,78,Low,0.49,1,Disputed in Escrow,603,Award Declared (Sec 23),Approved,64,0.38,Contested / Encroached,Hostile / Legal Injunction,192,0.388,2026-09-27,,413,1,22.672884,80.445471
PRJ-1186,PCL-11869,Surat Cargo Terminal Expansion 3,Airport Infrastructure,Gujarat,Surat,83.25,203,Low,0.72,0,Fully Disbursed,0,Declaration Published (Sec 19),Conditional Clearance,163,0.55,Partial Possession (30-70%),High / Cooperative,247,0.652,2026-06-10,2026-09-15,97,1,22.35104,72.945714
PRJ-1042,PCL-11870,Industrial Rail Siding Network 1,Railway & Freight Corridor,Gujarat,Bharuch,14.46,17,Low,0.66,0,Partially Disbursed,124,Notification Pending,Resubmission Required,171,0.56,Substantial Possession (>70%),Moderate,307,0.371,2023-08-16,2024-04-14,242,1,21.932349,73.042323
PRJ-1007,PCL-11871,Ahmedabad Lift Irrigation Main Canal Reach 3,Irrigation / Water Canal,Gujarat,Ahmedabad,55.08,94,Medium,0.77,0,Fully Disbursed,0,Possession Taken (Sec 38),Under Scrutiny,246,0.48,Full Possession,High / Cooperative,203,0.23,2023-11-24,2024-01-25,62,0,23.752022,70.541049
PRJ-1257,PCL-11872,Haryana Dedicated High-Speed Rail Segment 4,Railway & Freight Corridor,Haryana,Faridabad,15.79,3,Low,0.7,0,Fully Disbursed,0,Award Declared (Sec 23),Approved,49,0.3,Substantial Possession (>70%),High / Cooperative,208,0.605,2027-01-06,,29,0,29.134563,75.658269
PRJ-1165,PCL-11873,Kutch Lift Irrigation Main Canal Reach 5,Irrigation / Water Canal,Gujarat,Kutch,48.35,66,Low,0.95,0,Fully Disbursed,0,Possession Taken (Sec 38),Pending Environmental Clearance,193,0.67,Substantial Possession (>70%),Moderate,341,0.691,2025-04-02,2025-09-30,181,1,21.655618,71.022159
PRJ-1115,PCL-11874,Wind-Solar Hybrid Energy Grid 4,Renewable / Solar Park,Madhya Pradesh,Jabalpur,24.06,26,Medium,0.81,0,Partially Disbursed,89,Preliminary Notification (Sec 11),Under Scrutiny,184,0.53,Substantial Possession (>70%),Moderate,158,0.337,2023-05-31,2023-10-05,127,1,23.414722,81.077151
PRJ-1117,PCL-11875,NH-57 Four-Laning Bypass Section 1,Highway / Expressway,Tamil Nadu,Kanchipuram,27.18,35,Medium,0.29,1,Disputed in Escrow,435,Award Declared (Sec 23),Resubmission Required,126,0.62,Partial Possession (30-70%),Low / Resistant,177,0.294,2024-11-09,2025-12-15,401,1,10.317714,77.86901
PRJ-1144,PCL-11876,Urban Flyover & Transit Hub 5,Urban Metro / Transit,Uttar Pradesh,Noida,61.12,201,High,0.42,1,Partially Disbursed,59,Notification Pending,Approved,24,0.68,Partial Possession (30-70%),Hostile / Legal Injunction,344,0.346,2026-01-13,2027-04-18,460,1,28.099477,82.68744
PRJ-1149,PCL-11877,Wind-Solar Hybrid Energy Grid 1,Renewable / Solar Park,Madhya Pradesh,Ujjain,199.84,284,Very High,0.5,1,Pending Disbursal,243,Possession Taken (Sec 38),Approved,15,0.66,Substantial Possession (>70%),Hostile / Legal Injunction,93,0.309,2026-01-31,2027-04-05,429,1,22.763671,75.379372
PRJ-1243,PCL-11878,NH-64 Four-Laning Bypass Section 1,Highway / Expressway,Uttar Pradesh,Noida,13.24,5,Medium,0.24,1,Partially Disbursed,174,Possession Taken (Sec 38),Approved,41,0.62,Partial Possession (30-70%),Moderate,160,0.379,2027-03-14,2028-05-22,435,1,26.383496,82.808009
PRJ-1173,PCL-11879,Urban Flyover & Transit Hub 5,Urban Metro / Transit,Rajasthan,Kota,52.4,72,Low,0.4,0,Pending Disbursal,284,Notification Pending,Pending Environmental Clearance,153,0.85,Contested / Encroached,High / Cooperative,166,0.651,2025-07-10,2026-05-09,303,1,25.230798,76.884985
PRJ-1094,PCL-11880,DMIC Special Investment Region Node 1,Industrial Corridor / SEZ,Rajasthan,Alwar,21.75,44,Medium,0.8,1,Pending Disbursal,333,Preliminary Notification (Sec 11),Under Scrutiny,132,0.34,Contested / Encroached,High / Cooperative,165,0.502,2026-11-28,2028-01-16,414,1,28.107543,76.677761
PRJ-1225,PCL-11881,Sundargarh Greenfield International Airport Phase 3,Airport Infrastructure,Odisha,Sundargarh,25.0,98,Low,0.97,0,Fully Disbursed,0,Declaration Published (Sec 19),Under Scrutiny,101,0.5,Substantial Possession (>70%),Moderate,105,0.163,2024-10-04,2024-11-24,51,0,21.099973,85.314646
PRJ-1228,PCL-11882,Udaipur Metro Rail Extension Corridor 1,Urban Metro / Transit,Rajasthan,Udaipur,45.77,58,Medium,0.78,0,Fully Disbursed,0,Notification Pending,Approved,63,0.48,Full Possession,High / Cooperative,250,0.229,2024-06-01,2024-06-09,8,0,24.35694,75.683415
PRJ-1209,PCL-11883,Haryana Inter-River Linking Canal Sector 2,Irrigation / Water Canal,Haryana,Panipat,75.09,133,Low,0.81,0,Pending Disbursal,213,Preliminary Notification (Sec 11),Conditional Clearance,205,0.55,Partial Possession (30-70%),High / Cooperative,209,0.725,2023-08-10,2024-03-21,224,1,29.345134,77.261912
PRJ-1118,PCL-11884,Karnataka Integrated Industrial Township 2,Industrial Corridor / SEZ,Karnataka,Kalaburagi,84.81,141,High,0.45,1,Disputed in Escrow,373,Notification Pending,Resubmission Required,111,0.86,Partial Possession (30-70%),Hostile / Legal Injunction,162,0.405,2024-03-17,2025-11-28,621,1,13.785933,75.763073
PRJ-1002,PCL-11885,Suburban Commuter Rapid Transit Line 1,Urban Metro / Transit,Madhya Pradesh,Bhopal,138.25,247,Medium,0.79,0,Partially Disbursed,108,Preliminary Notification (Sec 11),Approved,15,0.38,Full Possession,Moderate,241,0.755,2023-09-07,2024-02-14,160,1,23.804837,77.250255
PRJ-1025,PCL-11886,Odisha Green Express Corridor Phase 4,Highway / Expressway,Odisha,Sundargarh,40.4,67,Low,0.41,1,Pending Disbursal,335,Award Declared (Sec 23),Approved,46,0.27,Substantial Possession (>70%),Hostile / Legal Injunction,80,0.196,2025-09-08,2027-02-11,521,1,19.635816,85.082858
PRJ-1006,PCL-11887,Bhopal Multi-Modal Logistics Park 5,Industrial Corridor / SEZ,Madhya Pradesh,Bhopal,55.88,101,High,0.9,1,Partially Disbursed,143,Possession Taken (Sec 38),Conditional Clearance,107,0.35,Partial Possession (30-70%),Low / Resistant,114,0.396,2026-09-27,2027-09-09,347,1,23.17607,77.367504
PRJ-1016,PCL-11888,Western Freight Corridor Spur Line 1,Railway & Freight Corridor,Tamil Nadu,Tiruchirappalli,45.21,99,Medium,0.85,0,Fully Disbursed,0,Declaration Published (Sec 19),Approved,58,0.92,Partial Possession (30-70%),Moderate,319,0.592,2025-06-05,,0,0,11.180882,79.714883
PRJ-1128,PCL-11889,Gujarat Green Express Corridor Phase 2,Highway / Expressway,Gujarat,Rajkot,21.82,13,High,0.79,1,Pending Disbursal,295,Possession Taken (Sec 38),Pending Environmental Clearance,187,0.69,Contested / Encroached,Low / Resistant,201,0.503,2025-04-05,2026-06-24,445,1,23.62437,73.085034
PRJ-1242,PCL-11890,Gwalior Ultra Mega Solar Park Unit 5,Renewable / Solar Park,Madhya Pradesh,Gwalior,29.43,16,High,0.82,1,Disputed in Escrow,308,Declaration Published (Sec 19),Conditional Clearance,161,0.84,Initial Stage (<30%),Low / Resistant,209,0.573,2026-07-15,,479,1,24.539785,80.021112
PRJ-1058,PCL-11891,Prayagraj Lift Irrigation Main Canal Reach 1,Irrigation / Water Canal,Uttar Pradesh,Prayagraj,48.46,55,Low,0.71,0,Partially Disbursed,168,Notification Pending,Under Scrutiny,162,0.58,Substantial Possession (>70%),High / Cooperative,151,0.368,2025-03-07,,108,1,26.661224,81.649278
PRJ-1022,PCL-11892,Bharatmala Economic Highway Ring 5,Highway / Expressway,Gujarat,Vadodara,123.11,141,Low,0.9,1,Partially Disbursed,30,Preliminary Notification (Sec 11),Conditional Clearance,124,0.56,Initial Stage (<30%),Low / Resistant,309,0.348,2024-12-27,2025-11-03,311,1,21.568513,71.19574
PRJ-1035,PCL-11893,Uttar Pradesh Inter-River Linking Canal Sector 4,Irrigation / Water Canal,Uttar Pradesh,Prayagraj,8.1,2,Medium,0.9,1,Disputed in Escrow,387,Possession Taken (Sec 38),Approved,44,0.69,Initial Stage (<30%),Moderate,391,0.337,2023-10-13,2024-10-13,366,1,26.404386,80.911067
PRJ-1010,PCL-11894,Madhya Pradesh Inter-River Linking Canal Sector 1,Irrigation / Water Canal,Madhya Pradesh,Indore,54.77,63,Medium,0.75,0,Pending Disbursal,207,Possession Taken (Sec 38),Approved,26,0.55,Initial Stage (<30%),High / Cooperative,232,0.111,2023-03-14,2023-03-24,10,0,25.481643,77.325275
PRJ-1150,PCL-11895,Suburban Commuter Rapid Transit Line 3,Urban Metro / Transit,Maharashtra,Thane,12.95,48,Low,0.87,0,Pending Disbursal,162,Declaration Published (Sec 19),Under Scrutiny,130,0.25,Full Possession,Moderate,170,0.67,2024-07-27,2025-03-29,245,1,20.181339,79.014828
PRJ-1006,PCL-11896,Bhopal Multi-Modal Logistics Park 5,Industrial Corridor / SEZ,Madhya Pradesh,Bhopal,74.4,135,Low,0.82,1,Partially Disbursed,154,Preliminary Notification (Sec 11),Approved,105,0.54,Initial Stage (<30%),Hostile / Legal Injunction,294,0.43,2026-09-27,2028-01-02,462,1,23.925477,80.141974
PRJ-1236,PCL-11897,Faridabad Lift Irrigation Main Canal Reach 5,Irrigation / Water Canal,Haryana,Faridabad,44.85,78,Medium,0.75,0,Pending Disbursal,157,Preliminary Notification (Sec 11),Under Scrutiny,191,0.79,Substantial Possession (>70%),High / Cooperative,263,0.272,2025-06-16,,23,0,28.066722,76.243467
PRJ-1080,PCL-11898,Belagavi Cargo Terminal Expansion 3,Airport Infrastructure,Karnataka,Belagavi,46.61,85,Low,0.6,0,Pending Disbursal,227,Notification Pending,Under Scrutiny,171,0.32,Substantial Possession (>70%),High / Cooperative,162,0.443,2026-02-11,2026-09-22,223,1,15.243573,76.856786
PRJ-1083,PCL-11899,Tamil Nadu Clean Energy Hub Sector 5,Renewable / Solar Park,Tamil Nadu,Madurai,187.96,255,Very High,0.63,0,Pending Disbursal,129,Possession Taken (Sec 38),Conditional Clearance,146,0.75,Partial Possession (30-70%),Hostile / Legal Injunction,113,0.273,2026-02-06,,272,1,11.567525,77.369736
PRJ-1085,PCL-11900,Command Area Distribution Network 2,Irrigation / Water Canal,Andhra Pradesh,Visakhapatnam,138.46,177,Very High,0.31,1,Partially Disbursed,109,Declaration Published (Sec 19),Approved,15,0.55,Contested / Encroached,Low / Resistant,219,0.566,2024-09-24,2026-02-07,501,1,18.33382,82.479785
PRJ-1211,PCL-11901,Command Area Distribution Network 2,Irrigation / Water Canal,Tamil Nadu,Coimbatore,83.58,125,Medium,0.66,0,Fully Disbursed,0,Notification Pending,Resubmission Required,42,0.54,Initial Stage (<30%),Moderate,64,0.308,2023-06-29,2023-07-08,9,0,10.088734,77.453887
PRJ-1231,PCL-11902,Suburban Commuter Rapid Transit Line 2,Urban Metro / Transit,Andhra Pradesh,Guntur,45.49,121,High,0.55,1,Pending Disbursal,187,Award Declared (Sec 23),Approved,25,0.43,Contested / Encroached,Low / Resistant,235,0.45,2025-10-18,2026-10-23,370,1,15.086792,82.577621
PRJ-1237,PCL-11903,Aviation Logistics Runway Package 2,Airport Infrastructure,Odisha,Sundargarh,207.97,871,High,0.77,1,Pending Disbursal,247,Declaration Published (Sec 19),Pending Environmental Clearance,152,0.35,Contested / Encroached,Low / Resistant,293,0.659,2023-06-26,2024-11-25,518,1,20.899119,84.494935
PRJ-1081,PCL-11904,Industrial Rail Siding Network 4,Railway & Freight Corridor,Karnataka,Bengaluru Rural,54.83,79,Low,0.92,0,Partially Disbursed,62,Award Declared (Sec 23),Under Scrutiny,153,0.98,Initial Stage (<30%),Low / Resistant,317,0.155,2025-10-07,2025-11-08,32,0,15.555578,76.378334
PRJ-1026,PCL-11905,Gujarat Integrated Industrial Township 3,Industrial Corridor / SEZ,Gujarat,Ahmedabad,26.5,17,Medium,0.72,0,Fully Disbursed,0,Declaration Published (Sec 19),Approved,66,0.28,Partial Possession (30-70%),High / Cooperative,185,0.095,2024-10-07,2024-10-18,11,0,22.69611,69.091729
PRJ-1065,PCL-11906,Karnal Multi-Modal Logistics Park 3,Industrial Corridor / SEZ,Haryana,Karnal,31.74,70,Low,0.64,0,Partially Disbursed,51,Award Declared (Sec 23),Pending Environmental Clearance,196,0.52,Substantial Possession (>70%),Moderate,83,0.724,2027-01-28,,116,1,28.928322,76.678409
PRJ-1171,PCL-11907,Aviation Logistics Runway Package 2,Airport Infrastructure,Maharashtra,Nashik,53.01,213,Medium,0.37,1,Pending Disbursal,123,Award Declared (Sec 23),Under Scrutiny,137,0.51,Contested / Encroached,Low / Resistant,177,0.119,2025-11-07,2026-12-28,416,1,18.480095,74.597052
PRJ-1007,PCL-11908,Ahmedabad Lift Irrigation Main Canal Reach 3,Irrigation / Water Canal,Gujarat,Ahmedabad,21.0,34,Low,0.68,0,Pending Disbursal,360,Award Declared (Sec 23),Approved,113,0.62,Partial Possession (30-70%),Moderate,146,0.328,2023-11-24,2024-03-13,110,1,23.598526,71.840191
PRJ-1125,PCL-11909,Bharatmala Economic Highway Ring 1,Highway / Expressway,Uttar Pradesh,Prayagraj,10.48,10,Low,0.8,0,Partially Disbursed,152,Preliminary Notification (Sec 11),Resubmission Required,125,0.5,Full Possession,High / Cooperative,206,0.418,2026-01-26,2026-02-01,6,0,27.885818,83.249267
PRJ-1086,PCL-11910,Suburban Commuter Rapid Transit Line 1,Urban Metro / Transit,Haryana,Hisar,45.57,158,High,0.59,1,Fully Disbursed,0,Declaration Published (Sec 19),Approved,15,0.42,Initial Stage (<30%),Low / Resistant,222,0.287,2024-10-11,2025-06-29,261,1,29.085063,77.284274
PRJ-1029,PCL-11911,Jodhpur Cargo Terminal Expansion 1,Airport Infrastructure,Rajasthan,Jodhpur,133.99,330,Very High,0.86,1,Pending Disbursal,340,Declaration Published (Sec 19),Conditional Clearance,132,0.5,Contested / Encroached,Low / Resistant,283,0.307,2025-10-10,2026-11-23,409,1,25.952225,76.020319
PRJ-1027,PCL-11912,Jodhpur Multi-Modal Logistics Park 3,Industrial Corridor / SEZ,Rajasthan,Jodhpur,41.49,60,Low,0.83,0,Partially Disbursed,45,Possession Taken (Sec 38),Approved,15,0.61,Substantial Possession (>70%),Moderate,143,0.596,2024-08-31,2024-09-18,18,0,27.193354,72.726427
PRJ-1116,PCL-11913,Coimbatore Lift Irrigation Main Canal Reach 4,Irrigation / Water Canal,Tamil Nadu,Coimbatore,33.2,38,Medium,0.86,0,Pending Disbursal,183,Award Declared (Sec 23),Approved,41,0.71,Substantial Possession (>70%),Moderate,62,0.47,2024-07-16,2024-07-16,0,0,11.664708,77.997909
PRJ-1172,PCL-11914,Jaipur Cargo Terminal Expansion 1,Airport Infrastructure,Rajasthan,Jaipur,42.42,155,High,0.74,1,Disputed in Escrow,299,Award Declared (Sec 23),Approved,15,0.55,Initial Stage (<30%),Hostile / Legal Injunction,157,0.49,2025-01-01,,474,1,26.059364,72.513908
PRJ-1093,PCL-11915,Tamil Nadu Dedicated High-Speed Rail Segment 2,Railway & Freight Corridor,Tamil Nadu,Kanchipuram,6.65,10,Low,0.78,0,Fully Disbursed,0,Notification Pending,Under Scrutiny,193,0.72,Full Possession,High / Cooperative,225,0.206,2023-04-23,2023-06-28,66,0,12.901585,78.361612
PRJ-1081,PCL-11916,Industrial Rail Siding Network 4,Railway & Freight Corridor,Karnataka,Bengaluru Rural,30.55,22,High,0.9,1,Disputed in Escrow,347,Preliminary Notification (Sec 11),Conditional Clearance,212,0.82,Initial Stage (<30%),Moderate,191,0.369,2025-10-07,2026-08-28,325,1,12.819327,75.286485
PRJ-1167,PCL-11917,Aviation Logistics Runway Package 4,Airport Infrastructure,Gujarat,Surat,22.53,76,Very High,0.57,0,Fully Disbursed,0,Declaration Published (Sec 19),Approved,100,0.46,Substantial Possession (>70%),Moderate,256,0.127,2027-09-08,2028-03-01,175,1,22.599532,71.244088
PRJ-1175,PCL-11918,Wind-Solar Hybrid Energy Grid 5,Renewable / Solar Park,Odisha,Angul,18.01,35,Low,0.54,0,Fully Disbursed,0,Declaration Published (Sec 19),Under Scrutiny,129,0.67,Partial Possession (30-70%),Moderate,204,0.508,2025-12-29,2026-02-09,42,0,20.572503,84.242257
PRJ-1039,PCL-11919,Madhya Pradesh Clean Energy Hub Sector 5,Renewable / Solar Park,Madhya Pradesh,Indore,59.14,96,Medium,0.71,0,Fully Disbursed,0,Declaration Published (Sec 19),Conditional Clearance,143,0.48,Full Possession,Low / Resistant,145,0.246,2026-01-30,2026-03-11,40,0,24.630083,80.454675
PRJ-1036,PCL-11920,Bharatmala Economic Highway Ring 2,Highway / Expressway,Haryana,Gurugram,54.96,47,Medium,0.71,1,Pending Disbursal,152,Possession Taken (Sec 38),Approved,77,0.61,Partial Possession (30-70%),Low / Resistant,291,0.473,2024-05-20,2025-05-08,353,1,29.529529,77.211524
PRJ-1068,PCL-11921,Maharashtra Inter-River Linking Canal Sector 2,Irrigation / Water Canal,Maharashtra,Pune,15.34,8,High,0.9,1,Disputed in Escrow,218,Notification Pending,Under Scrutiny,88,0.24,Contested / Encroached,High / Cooperative,243,0.291,2024-02-01,2024-11-05,278,1,20.893919,75.671309
PRJ-1122,PCL-11922,Gujarat Integrated Industrial Township 3,Industrial Corridor / SEZ,Gujarat,Surat,119.11,207,High,0.84,1,Pending Disbursal,118,Award Declared (Sec 23),Under Scrutiny,77,0.48,Initial Stage (<30%),Hostile / Legal Injunction,168,0.631,2024-12-31,2026-04-02,457,1,21.966234,69.090736
PRJ-1216,PCL-11923,Western Freight Corridor Spur Line 2,Railway & Freight Corridor,Gujarat,Kutch,25.1,17,Low,0.6,0,Fully Disbursed,0,Notification Pending,Approved,83,0.48,Partial Possession (30-70%),High / Cooperative,140,0.571,2025-11-26,,91,1,22.777375,71.076548
PRJ-1146,PCL-11924,Dharwad Multi-Modal Logistics Park 4,Industrial Corridor / SEZ,Karnataka,Dharwad,20.14,14,Low,0.6,0,Pending Disbursal,358,Notification Pending,Under Scrutiny,202,0.63,Initial Stage (<30%),High / Cooperative,248,0.342,2025-10-19,2026-04-20,183,1,16.299923,75.886313
PRJ-1201,PCL-11925,Odisha Integrated Industrial Township 2,Industrial Corridor / SEZ,Odisha,Khurda,5.95,13,Medium,0.79,0,Partially Disbursed,120,Preliminary Notification (Sec 11),Under Scrutiny,100,0.61,Partial Possession (30-70%),High / Cooperative,49,0.286,2024-08-23,2024-09-09,17,0,21.256753,85.091859
PRJ-1024,PCL-11926,Industrial Rail Siding Network 5,Railway & Freight Corridor,Karnataka,Kalaburagi,26.96,48,Medium,0.94,0,Partially Disbursed,71,Possession Taken (Sec 38),Under Scrutiny,73,0.8,Substantial Possession (>70%),Hostile / Legal Injunction,271,0.137,2026-08-23,2027-03-11,200,1,17.415755,76.558674
PRJ-1250,PCL-11927,Andhra Pradesh Integrated Industrial Township 5,Industrial Corridor / SEZ,Andhra Pradesh,Guntur,27.83,55,Medium,0.53,0,Fully Disbursed,0,Declaration Published (Sec 19),Under Scrutiny,204,0.72,Substantial Possession (>70%),Moderate,248,0.355,2026-08-26,2027-04-26,243,1,14.739009,78.05871
PRJ-1239,PCL-11928,Industrial Rail Siding Network 3,Railway & Freight Corridor,Uttar Pradesh,Agra,168.52,273,Low,0.71,1,Pending Disbursal,317,Notification Pending,Conditional Clearance,127,0.9,Initial Stage (<30%),Moderate,229,0.665,2026-09-19,2026-11-17,59,0,26.803601,81.976619
PRJ-1131,PCL-11929,Bharuch Cargo Terminal Expansion 3,Airport Infrastructure,Gujarat,Bharuch,39.28,122,Medium,0.59,1,Pending Disbursal,108,Possession Taken (Sec 38),Approved,61,0.74,Initial Stage (<30%),Low / Resistant,338,0.508,2022-04-09,2023-03-09,334,1,22.05537,70.299845
PRJ-1191,PCL-11930,Haryana Green Express Corridor Phase 4,Highway / Expressway,Haryana,Karnal,10.42,15,High,0.84,1,Pending Disbursal,269,Notification Pending,Conditional Clearance,209,0.69,Contested / Encroached,High / Cooperative,171,0.477,2024-06-27,2025-04-14,291,1,28.214107,76.616255
PRJ-1156,PCL-11931,Gurugram Lift Irrigation Main Canal Reach 3,Irrigation / Water Canal,Haryana,Gurugram,7.66,30,High,0.64,1,Disputed in Escrow,188,Preliminary Notification (Sec 11),Approved,56,0.67,Initial Stage (<30%),Low / Resistant,175,0.357,2026-11-15,2028-02-27,469,1,28.647465,76.975939
PRJ-1110,PCL-11932,Wind-Solar Hybrid Energy Grid 5,Renewable / Solar Park,Rajasthan,Udaipur,21.35,38,High,0.8,1,Pending Disbursal,336,Preliminary Notification (Sec 11),Under Scrutiny,186,0.55,Substantial Possession (>70%),High / Cooperative,296,0.179,2026-01-07,2026-09-28,264,1,25.106996,73.82138
PRJ-1247,PCL-11933,Jodhpur Cargo Terminal Expansion 3,Airport Infrastructure,Rajasthan,Jodhpur,36.12,57,Low,0.79,0,Pending Disbursal,238,Award Declared (Sec 23),Approved,15,0.67,Initial Stage (<30%),High / Cooperative,193,0.323,2023-10-01,2023-10-13,12,0,27.01251,71.12443
PRJ-1152,PCL-11934,Urban Flyover & Transit Hub 5,Urban Metro / Transit,Madhya Pradesh,Ujjain,19.51,80,Medium,0.7,0,Partially Disbursed,83,Notification Pending,Conditional Clearance,136,0.61,Substantial Possession (>70%),Moderate,262,0.29,2024-10-11,2025-08-21,314,1,24.645358,75.250645
PRJ-1245,PCL-11935,Haryana Dedicated High-Speed Rail Segment 5,Railway & Freight Corridor,Haryana,Faridabad,138.03,169,Low,0.9,0,Fully Disbursed,0,Declaration Published (Sec 19),Conditional Clearance,196,0.42,Full Possession,Moderate,304,0.283,2024-03-02,2024-08-02,153,1,28.374251,76.267262
PRJ-1041,PCL-11936,Andhra Pradesh Inter-River Linking Canal Sector 2,Irrigation / Water Canal,Andhra Pradesh,Krishna,23.43,32,Medium,0.52,1,Disputed in Escrow,545,Award Declared (Sec 23),Approved,38,0.71,Contested / Encroached,High / Cooperative,140,0.515,2025-12-24,2026-09-15,265,1,15.330619,79.58307
