parcel_id,project_id,state,district,latitude,longitude,project_type,land_area_acres,affected_families,affected_family_density,land_area_per_family,documentation_completeness_pct,rehabilitation_progress_pct,legal_dispute_indicator,compensation_pending_days,approval_processing_days,approval_delay_days,administrative_processing_days,historical_delay_rate,compensation_status,notification_status,approval_status,possession_status,stakeholder_responsiveness,ownership_complexity,ownership_complexity_score,stakeholder_response_score,possession_progress_score,operational_friction_index,target_delay_status,target_delay_days
PCL-12382,PRJ-1100,Rajasthan,Udaipur,27.268199,71.835843,Railway & Freight Corridor,11.51,2,0.1738,5.7521,80.0,12.0,1,130,15,0,199,0.674,Pending Disbursal,Award Declared (Sec 23),Approved,Full Possession,Low / Resistant,Very High,4,2,5,58.1,1,447
PCL-12383,PRJ-1251,Rajasthan,Udaipur,25.990499,72.024291,Railway & Freight Corridor,42.32,47,1.1106,0.9004,64.0,83.0,0,128,183,123,190,0.469,Partially Disbursed,Notification Pending,Under Scrutiny,Substantial Possession (>70%),Low / Resistant,High,3,2,4,28.79,1,330
PCL-12384,PRJ-1111,Karnataka,Kalaburagi,16.835473,74.768506,Industrial Corridor / SEZ,40.61,91,2.2408,0.4463,65.0,19.0,1,173,122,62,178,0.166,Partially Disbursed,Notification Pending,Under Scrutiny,Substantial Possession (>70%),High / Cooperative,Medium,2,4,4,53.88,1,269
PCL-12385,PRJ-1186,Gujarat,Surat,21.200045,71.789866,Airport Infrastructure,24.57,93,3.7851,0.2642,60.0,80.0,0,0,174,114,161,0.327,Fully Disbursed,Declaration Published (Sec 19),Under Scrutiny,Contested / Encroached,Moderate,Medium,2,3,1,19.79,0,7
PCL-12386,PRJ-1044,Madhya Pradesh,Jabalpur,25.315138,78.360043,Urban Metro / Transit,16.47,22,1.3358,0.7486,47.0,77.0,0,125,166,106,184,0.352,Partially Disbursed,Notification Pending,Under Scrutiny,Initial Stage (<30%),Moderate,Very High,4,3,2,28.69,1,260
PCL-12387,PRJ-1077,Uttar Pradesh,Kanpur,26.450715,81.917382,Railway & Freight Corridor,20.7,16,0.7729,1.2937,79.0,83.0,1,424,97,37,189,0.714,Disputed in Escrow,Preliminary Notification (Sec 11),Pending Environmental Clearance,Contested / Encroached,High / Cooperative,Low,1,4,1,52.99,1,258
PCL-12388,PRJ-1143,Gujarat,Rajkot,22.056792,70.129368,Irrigation / Water Canal,22.11,43,1.9448,0.5142,74.0,42.0,0,0,38,0,423,0.126,Fully Disbursed,Declaration Published (Sec 19),Approved,Full Possession,Moderate,Medium,2,3,5,29.75,0,4
PCL-12389,PRJ-1238,Andhra Pradesh,Nellore,18.212735,78.61344,Railway & Freight Corridor,78.14,75,0.9598,1.0419,40.0,28.0,1,0,178,118,249,0.324,Fully Disbursed,Notification Pending,Under Scrutiny,Substantial Possession (>70%),High / Cooperative,High,3,4,4,53.54,1,408
PCL-12390,PRJ-1145,Tamil Nadu,Tiruchirappalli,12.742461,78.491057,Urban Metro / Transit,35.69,59,1.6531,0.6049,68.0,90.0,1,36,15,0,165,0.441,Partially Disbursed,Preliminary Notification (Sec 11),Approved,Initial Stage (<30%),Low / Resistant,Very High,4,2,2,47.57,1,367
PCL-12391,PRJ-1179,Gujarat,Vadodara,22.545456,72.488028,Airport Infrastructure,26.51,66,2.4896,0.4017,34.0,82.0,0,177,93,33,184,0.53,Partially Disbursed,Preliminary Notification (Sec 11),Approved,Full Possession,Moderate,Medium,2,3,5,32.92,1,159
PCL-12392,PRJ-1225,Odisha,Sundargarh,20.007536,84.719891,Airport Infrastructure,5.0,15,3.0,0.3333,78.0,79.0,0,116,139,79,237,0.505,Partially Disbursed,Preliminary Notification (Sec 11),Under Scrutiny,Full Possession,High / Cooperative,Low,1,4,5,20.15,0,21
PCL-12393,PRJ-1158,Haryana,Karnal,29.953752,77.295831,Urban Metro / Transit,83.66,288,3.4425,0.2905,64.0,66.0,0,96,69,9,181,0.482,Partially Disbursed,Possession Taken (Sec 38),Approved,Substantial Possession (>70%),Moderate,Medium,2,3,4,25.08,1,199
PCL-12394,PRJ-1100,Rajasthan,Udaipur,28.137894,74.618167,Railway & Freight Corridor,287.32,263,0.9154,1.0925,48.0,41.0,1,546,63,3,319,0.578,Disputed in Escrow,Possession Taken (Sec 38),Approved,Contested / Encroached,Moderate,High,3,3,1,72.01,1,514
PCL-12395,PRJ-1215,Uttar Pradesh,Agra,26.966375,82.02319,Irrigation / Water Canal,28.46,45,1.5812,0.6324,70.0,70.0,0,0,244,184,314,0.512,Fully Disbursed,Award Declared (Sec 23),Under Scrutiny,Initial Stage (<30%),Moderate,Medium,2,3,2,24.52,1,219
PCL-12396,PRJ-1224,Gujarat,Vadodara,22.377418,69.715439,Industrial Corridor / SEZ,14.13,23,1.6277,0.6143,52.0,38.0,1,410,194,134,225,0.42,Disputed in Escrow,Notification Pending,Under Scrutiny,Partial Possession (30-70%),Low / Resistant,High,3,2,3,71.74,1,501
PCL-12397,PRJ-1027,Rajasthan,Jodhpur,24.368909,71.994635,Industrial Corridor / SEZ,49.97,78,1.5609,0.6406,70.0,33.0,0,0,186,126,305,0.423,Fully Disbursed,Notification Pending,Under Scrutiny,Full Possession,High / Cooperative,High,3,4,5,24.14,0,55
PCL-12398,PRJ-1127,Andhra Pradesh,Kurnool,18.390891,80.198845,Urban Metro / Transit,96.26,141,1.4648,0.6827,70.0,90.0,0,129,37,0,160,0.46,Partially Disbursed,Award Declared (Sec 23),Approved,Substantial Possession (>70%),High / Cooperative,Medium,2,4,4,18.3,0,11
PCL-12399,PRJ-1092,Haryana,Karnal,30.415801,77.259877,Renewable / Solar Park,5.56,12,2.1583,0.4633,59.0,61.0,0,86,173,113,223,0.583,Partially Disbursed,Declaration Published (Sec 19),Under Scrutiny,Full Possession,High / Cooperative,Low,1,4,5,24.0,0,40
PCL-12400,PRJ-1255,Haryana,Hisar,28.332744,76.241991,Highway / Expressway,29.86,60,2.0094,0.4977,46.0,18.0,1,36,202,142,311,0.394,Partially Disbursed,Notification Pending,Conditional Clearance,Initial Stage (<30%),Hostile / Legal Injunction,Very High,4,1,2,68.39,1,553
PCL-12401,PRJ-1179,Gujarat,Vadodara,23.334248,69.556611,Airport Infrastructure,19.19,42,2.1886,0.4569,78.0,45.0,0,0,220,160,277,0.543,Fully Disbursed,Preliminary Notification (Sec 11),Under Scrutiny,Partial Possession (30-70%),High / Cooperative,Medium,2,4,3,20.29,0,49
PCL-12402,PRJ-1171,Maharashtra,Nashik,20.708933,78.241665,Airport Infrastructure,13.53,36,2.6608,0.3758,90.0,48.0,0,0,103,43,170,0.639,Fully Disbursed,Award Declared (Sec 23),Approved,Initial Stage (<30%),High / Cooperative,Medium,2,4,2,13.57,0,41
PCL-12403,PRJ-1174,Odisha,Angul,21.251013,84.387527,Irrigation / Water Canal,38.49,35,0.9093,1.0997,72.0,70.0,1,488,156,96,126,0.278,Disputed in Escrow,Possession Taken (Sec 38),Pending Environmental Clearance,Contested / Encroached,Low / Resistant,Medium,2,2,1,60.82,1,410
PCL-12404,PRJ-1015,Rajasthan,Alwar,27.290015,75.777482,Renewable / Solar Park,6.06,3,0.495,2.0193,69.0,58.0,0,212,110,50,265,0.592,Pending Disbursal,Declaration Published (Sec 19),Pending Environmental Clearance,Full Possession,High / Cooperative,Low,1,4,5,29.05,1,136
PCL-12405,PRJ-1041,Andhra Pradesh,Krishna,17.260116,81.286333,Irrigation / Water Canal,25.76,51,1.9798,0.5051,80.0,78.0,0,0,15,0,139,0.216,Fully Disbursed,Possession Taken (Sec 38),Approved,Initial Stage (<30%),Moderate,High,3,3,2,15.16,0,36
PCL-12406,PRJ-1041,Andhra Pradesh,Krishna,18.0388,82.420972,Irrigation / Water Canal,9.61,10,1.0406,0.9609,78.0,76.0,1,281,89,29,119,0.275,Pending Disbursal,Notification Pending,Approved,Substantial Possession (>70%),Hostile / Legal Injunction,High,3,1,4,59.06,1,397
PCL-12407,PRJ-1256,Tamil Nadu,Coimbatore,10.595861,77.899567,Industrial Corridor / SEZ,38.49,54,1.403,0.7128,94.0,78.0,1,158,56,0,381,0.672,Partially Disbursed,Notification Pending,Under Scrutiny,Partial Possession (30-70%),High / Cooperative,Medium,2,4,3,49.18,1,186
PCL-12408,PRJ-1089,Andhra Pradesh,Krishna,14.411494,78.839063,Highway / Expressway,53.14,43,0.8092,1.2358,76.0,60.0,0,70,73,13,215,0.269,Partially Disbursed,Preliminary Notification (Sec 11),Approved,Partial Possession (30-70%),Low / Resistant,Low,1,2,3,27.24,1,233
PCL-12409,PRJ-1063,Uttar Pradesh,Varanasi,25.769514,83.287132,Railway & Freight Corridor,102.4,158,1.543,0.6481,50.0,47.0,0,0,15,0,296,0.4,Fully Disbursed,Award Declared (Sec 23),Approved,Initial Stage (<30%),Moderate,Low,1,3,2,30.15,1,91
PCL-12410,PRJ-1187,Andhra Pradesh,Krishna,17.70221,81.317094,Industrial Corridor / SEZ,73.33,48,0.6546,1.5277,66.0,96.0,1,0,42,0,169,0.178,Fully Disbursed,Award Declared (Sec 23),Approved,Initial Stage (<30%),Low / Resistant,Very High,4,2,2,46.04,1,212
PCL-12411,PRJ-1044,Madhya Pradesh,Jabalpur,25.97455,77.621964,Urban Metro / Transit,32.61,119,3.6492,0.274,48.0,66.0,0,320,114,54,214,0.271,Pending Disbursal,Possession Taken (Sec 38),Pending Environmental Clearance,Contested / Encroached,High / Cooperative,Low,1,4,1,34.98,0,40
PCL-12412,PRJ-1198,Maharashtra,Thane,19.212525,74.660931,Renewable / Solar Park,56.64,109,1.9244,0.5196,68.0,94.0,1,355,196,136,82,0.255,Disputed in Escrow,Declaration Published (Sec 19),Under Scrutiny,Partial Possession (30-70%),High / Cooperative,Low,1,4,3,49.66,0,66
PCL-12413,PRJ-1037,Karnataka,Belagavi,14.955956,74.748474,Renewable / Solar Park,11.96,23,1.9231,0.52,76.0,70.0,1,339,193,133,180,0.366,Pending Disbursal,Declaration Published (Sec 19),Under Scrutiny,Partial Possession (30-70%),High / Cooperative,Medium,2,4,3,53.48,1,288
PCL-12414,PRJ-1221,Tamil Nadu,Salem,9.811817,79.219478,Industrial Corridor / SEZ,5.0,2,0.4,2.4988,83.0,64.0,1,419,88,28,57,0.596,Disputed in Escrow,Declaration Published (Sec 19),Under Scrutiny,Partial Possession (30-70%),Low / Resistant,Low,1,2,3,56.64,1,423
PCL-12415,PRJ-1195,Andhra Pradesh,Visakhapatnam,17.571788,78.734494,Renewable / Solar Park,53.05,63,1.1876,0.8421,26.0,42.0,1,52,104,44,286,0.558,Partially Disbursed,Award Declared (Sec 23),Approved,Substantial Possession (>70%),Moderate,Very High,4,3,4,62.21,1,416
PCL-12416,PRJ-1123,Odisha,Angul,20.178718,84.103509,Highway / Expressway,71.2,53,0.7444,1.3434,34.0,44.0,1,385,24,0,218,0.609,Disputed in Escrow,Award Declared (Sec 23),Approved,Initial Stage (<30%),Hostile / Legal Injunction,High,3,1,2,78.23,1,662
PCL-12417,PRJ-1191,Haryana,Karnal,28.370231,76.100144,Highway / Expressway,67.01,57,0.8506,1.1756,97.0,93.0,0,0,247,187,308,0.285,Fully Disbursed,Possession Taken (Sec 38),Pending Environmental Clearance,Full Possession,High / Cooperative,Medium,2,4,5,12.85,0,6
PCL-12418,PRJ-1109,Andhra Pradesh,Kurnool,15.446477,82.643551,Renewable / Solar Park,67.49,130,1.9262,0.5191,70.0,36.0,0,52,86,26,388,0.443,Partially Disbursed,Declaration Published (Sec 19),Approved,Initial Stage (<30%),Moderate,High,3,3,2,32.84,0,50
PCL-12419,PRJ-1222,Uttar Pradesh,Kanpur,28.359481,79.386191,Industrial Corridor / SEZ,27.78,46,1.6559,0.6039,82.0,61.0,1,365,148,88,256,0.607,Pending Disbursal,Possession Taken (Sec 38),Under Scrutiny,Substantial Possession (>70%),Low / Resistant,High,3,2,4,64.6,1,491
PCL-12420,PRJ-1168,Haryana,Panipat,30.316922,76.285442,Airport Infrastructure,26.72,43,1.6093,0.6214,33.0,81.0,1,140,34,0,169,0.742,Partially Disbursed,Declaration Published (Sec 19),Approved,Partial Possession (30-70%),Low / Resistant,Low,1,2,3,59.89,1,354
PCL-12421,PRJ-1216,Gujarat,Kutch,23.090676,69.789731,Railway & Freight Corridor,15.95,23,1.442,0.6934,68.0,52.0,1,164,211,151,30,0.219,Partially Disbursed,Award Declared (Sec 23),Conditional Clearance,Initial Stage (<30%),Low / Resistant,High,3,2,2,51.56,1,504
PCL-12422,PRJ-1247,Rajasthan,Jodhpur,26.534193,75.996898,Airport Infrastructure,26.35,108,4.0987,0.244,65.0,41.0,1,598,177,117,257,0.263,Disputed in Escrow,Possession Taken (Sec 38),Conditional Clearance,Initial Stage (<30%),Moderate,Low,1,3,2,66.29,1,327
PCL-12423,PRJ-1161,Andhra Pradesh,Visakhapatnam,17.816671,81.681909,Industrial Corridor / SEZ,11.76,12,1.0204,0.9799,91.0,84.0,0,55,15,0,318,0.171,Partially Disbursed,Declaration Published (Sec 19),Approved,Initial Stage (<30%),Moderate,High,3,3,2,21.34,0,23
PCL-12424,PRJ-1039,Madhya Pradesh,Indore,24.567377,79.107034,Renewable / Solar Park,23.32,35,1.5009,0.6663,63.0,62.0,0,228,141,81,203,0.318,Pending Disbursal,Possession Taken (Sec 38),Under Scrutiny,Substantial Possession (>70%),High / Cooperative,Medium,2,4,4,28.18,1,155
PCL-12425,PRJ-1209,Haryana,Panipat,28.570959,77.054782,Irrigation / Water Canal,34.94,45,1.2879,0.7764,91.0,82.0,0,0,108,48,338,0.473,Fully Disbursed,Declaration Published (Sec 19),Approved,Full Possession,Moderate,Very High,4,3,5,20.03,0,20
PCL-12426,PRJ-1047,Karnataka,Dharwad,17.226607,74.596379,Renewable / Solar Park,69.1,57,0.8249,1.2123,84.0,62.0,0,102,131,71,418,0.431,Partially Disbursed,Preliminary Notification (Sec 11),Under Scrutiny,Initial Stage (<30%),High / Cooperative,Medium,2,4,2,26.19,1,148
PCL-12427,PRJ-1153,Tamil Nadu,Salem,10.19473,79.989005,Renewable / Solar Park,18.14,12,0.6615,1.5115,74.0,60.0,0,93,84,24,258,0.347,Partially Disbursed,Declaration Published (Sec 19),Under Scrutiny,Initial Stage (<30%),High / Cooperative,Low,1,4,2,22.7,0,17
PCL-12428,PRJ-1239,Uttar Pradesh,Agra,25.133108,79.48099,Railway & Freight Corridor,132.48,78,0.5888,1.6984,71.0,30.0,1,329,51,0,262,0.417,Pending Disbursal,Possession Taken (Sec 38),Approved,Initial Stage (<30%),Moderate,High,3,3,2,64.9,1,431
PCL-12429,PRJ-1124,Haryana,Panipat,30.302886,75.795515,Railway & Freight Corridor,25.61,60,2.3428,0.4268,69.0,69.0,0,0,37,0,314,0.666,Fully Disbursed,Award Declared (Sec 23),Approved,Full Possession,Moderate,Medium,2,3,5,24.83,1,169
PCL-12430,PRJ-1116,Tamil Nadu,Coimbatore,10.697681,78.010952,Irrigation / Water Canal,152.87,273,1.7858,0.56,94.0,86.0,1,309,31,0,341,0.51,Pending Disbursal,Preliminary Notification (Sec 11),Approved,Initial Stage (<30%),Low / Resistant,Medium,2,2,2,60.59,1,335
PCL-12431,PRJ-1066,Haryana,Faridabad,29.50732,75.890541,Industrial Corridor / SEZ,56.06,102,1.8195,0.5496,76.0,58.0,1,230,165,105,152,0.267,Disputed in Escrow,Declaration Published (Sec 19),Pending Environmental Clearance,Contested / Encroached,Hostile / Legal Injunction,High,3,1,1,60.4,1,457
PCL-12432,PRJ-1026,Gujarat,Ahmedabad,22.316326,71.129219,Industrial Corridor / SEZ,22.21,43,1.9361,0.5165,39.0,43.0,0,103,158,98,179,0.422,Partially Disbursed,Possession Taken (Sec 38),Under Scrutiny,Full Possession,Low / Resistant,Medium,2,2,5,36.35,1,349
PCL-12433,PRJ-1068,Maharashtra,Pune,19.798761,76.913507,Irrigation / Water Canal,42.77,33,0.7716,1.296,71.0,46.0,0,0,23,0,227,0.341,Fully Disbursed,Possession Taken (Sec 38),Approved,Full Possession,High / Cooperative,Medium,2,4,5,19.71,0,25
PCL-12434,PRJ-1186,Gujarat,Surat,21.963669,71.989013,Airport Infrastructure,93.54,156,1.6677,0.5996,94.0,92.0,0,0,222,162,221,0.383,Fully Disbursed,Declaration Published (Sec 19),Resubmission Required,Full Possession,High / Cooperative,Medium,2,4,5,10.29,0,32
PCL-12435,PRJ-1167,Gujarat,Surat,22.784316,69.251776,Airport Infrastructure,15.64,47,3.0051,0.3328,95.0,50.0,1,98,42,0,264,0.385,Partially Disbursed,Award Declared (Sec 23),Approved,Contested / Encroached,Moderate,High,3,3,1,48.68,1,403
PCL-12436,PRJ-1215,Uttar Pradesh,Agra,27.050014,79.415566,Irrigation / Water Canal,34.84,36,1.0333,0.9678,78.0,42.0,1,68,181,121,135,0.286,Partially Disbursed,Declaration Published (Sec 19),Pending Environmental Clearance,Contested / Encroached,Hostile / Legal Injunction,High,3,1,1,54.31,1,342
PCL-12437,PRJ-1164,Haryana,Karnal,28.427305,76.516363,Urban Metro / Transit,68.27,266,3.8963,0.2567,69.0,40.0,1,336,15,0,293,0.257,Pending Disbursal,Preliminary Notification (Sec 11),Approved,Contested / Encroached,Hostile / Legal Injunction,High,3,1,1,73.25,1,655
PCL-12438,PRJ-1191,Haryana,Karnal,28.573314,75.577103,Highway / Expressway,23.97,41,1.7105,0.5846,70.0,40.0,1,355,104,44,232,0.179,Disputed in Escrow,Notification Pending,Conditional Clearance,Partial Possession (30-70%),Low / Resistant,High,3,2,3,67.79,1,460
PCL-12439,PRJ-1229,Odisha,Angul,21.850243,84.815953,Highway / Expressway,38.52,62,1.6096,0.6213,78.0,67.0,0,0,200,140,240,0.127,Fully Disbursed,Possession Taken (Sec 38),Under Scrutiny,Full Possession,High / Cooperative,Medium,2,4,5,16.7,0,16
PCL-12440,PRJ-1216,Gujarat,Kutch,22.899395,70.018965,Railway & Freight Corridor,20.5,36,1.7561,0.5694,59.0,63.0,0,135,24,0,219,0.498,Partially Disbursed,Notification Pending,Approved,Partial Possession (30-70%),Moderate,High,3,3,3,29.41,1,244
PCL-12441,PRJ-1211,Tamil Nadu,Coimbatore,12.04848,78.08198,Irrigation / Water Canal,10.23,7,0.6843,1.4612,81.0,44.0,0,0,73,13,253,0.734,Fully Disbursed,Notification Pending,Approved,Partial Possession (30-70%),High / Cooperative,Medium,2,4,3,18.89,0,57
PCL-12442,PRJ-1256,Tamil Nadu,Coimbatore,10.896003,79.14132,Industrial Corridor / SEZ,5.0,2,0.4,2.4988,79.0,48.0,0,0,45,0,135,0.382,Fully Disbursed,Possession Taken (Sec 38),Approved,Partial Possession (30-70%),Moderate,High,3,3,3,18.21,1,167
PCL-12443,PRJ-1118,Karnataka,Kalaburagi,16.006162,75.982651,Industrial Corridor / SEZ,22.35,11,0.4922,2.0316,47.0,77.0,0,65,115,55,146,0.546,Partially Disbursed,Preliminary Notification (Sec 11),Approved,Full Possession,Moderate,Low,1,3,5,24.8,0,24
PCL-12444,PRJ-1066,Haryana,Faridabad,28.832562,76.94147,Industrial Corridor / SEZ,37.92,38,1.0021,0.9979,88.0,51.0,0,146,59,0,264,0.414,Partially Disbursed,Declaration Published (Sec 19),Approved,Substantial Possession (>70%),Moderate,Medium,2,3,4,26.95,1,208
PCL-12445,PRJ-1074,Gujarat,Kutch,23.76357,70.400294,Irrigation / Water Canal,28.83,19,0.659,1.5173,82.0,60.0,0,0,15,0,390,0.552,Fully Disbursed,Possession Taken (Sec 38),Approved,Substantial Possession (>70%),High / Cooperative,Medium,2,4,4,22.22,1,91
PCL-12446,PRJ-1103,Madhya Pradesh,Bhopal,23.641496,79.89614,Irrigation / Water Canal,20.75,29,1.3976,0.7155,39.0,47.0,1,279,71,11,272,0.41,Pending Disbursal,Preliminary Notification (Sec 11),Approved,Contested / Encroached,Moderate,Very High,4,3,1,67.92,1,412
PCL-12447,PRJ-1157,Odisha,Angul,21.026191,86.473979,Railway & Freight Corridor,237.7,336,1.4135,0.7074,75.0,43.0,0,114,160,100,187,0.226,Partially Disbursed,Declaration Published (Sec 19),Under Scrutiny,Initial Stage (<30%),Moderate,Low,1,3,2,26.15,0,24
PCL-12448,PRJ-1151,Karnataka,Bengaluru Rural,16.232469,75.839198,Renewable / Solar Park,50.28,96,1.9093,0.5237,81.0,28.0,1,107,15,0,212,0.316,Partially Disbursed,Possession Taken (Sec 38),Approved,Partial Possession (30-70%),Low / Resistant,Low,1,2,3,55.85,1,267
PCL-12449,PRJ-1114,Odisha,Sundargarh,20.671717,85.897566,Highway / Expressway,20.44,19,0.9295,1.0757,56.0,65.0,1,171,139,79,286,0.438,Pending Disbursal,Award Declared (Sec 23),Pending Environmental Clearance,Full Possession,Low / Resistant,Very High,4,2,5,62.55,1,432
PCL-12450,PRJ-1172,Rajasthan,Jaipur,27.513371,73.570325,Airport Infrastructure,11.25,44,3.9111,0.2557,68.0,86.0,1,287,15,0,306,0.553,Disputed in Escrow,Declaration Published (Sec 19),Approved,Contested / Encroached,Moderate,High,3,3,1,59.82,1,287
PCL-12451,PRJ-1156,Haryana,Gurugram,29.772816,77.225741,Irrigation / Water Canal,154.07,275,1.7849,0.5603,73.0,36.0,1,552,168,108,236,0.544,Disputed in Escrow,Award Declared (Sec 23),Under Scrutiny,Substantial Possession (>70%),Low / Resistant,Very High,4,2,4,68.15,1,600
PCL-12452,PRJ-1129,Maharashtra,Thane,20.588192,79.310102,Urban Metro / Transit,28.86,89,3.0839,0.3243,93.0,25.0,0,0,101,41,310,0.758,Fully Disbursed,Possession Taken (Sec 38),Approved,Full Possession,High / Cooperative,Low,1,4,5,20.52,1,158
PCL-12453,PRJ-1087,Tamil Nadu,Kanchipuram,11.257322,78.751582,Irrigation / Water Canal,9.71,16,1.6478,0.6068,82.0,66.0,0,176,131,71,363,0.251,Pending Disbursal,Award Declared (Sec 23),Resubmission Required,Substantial Possession (>70%),Moderate,Medium,2,3,4,31.6,0,46
PCL-12454,PRJ-1010,Madhya Pradesh,Indore,25.367211,79.403157,Irrigation / Water Canal,24.73,44,1.7792,0.562,60.0,62.0,1,308,135,75,203,0.552,Pending Disbursal,Notification Pending,Conditional Clearance,Partial Possession (30-70%),Low / Resistant,Medium,2,2,3,64.57,1,486
PCL-12455,PRJ-1154,Maharashtra,Pune,18.841911,78.490604,Irrigation / Water Canal,11.36,18,1.5845,0.6311,83.0,58.0,0,169,15,0,324,0.299,Partially Disbursed,Preliminary Notification (Sec 11),Approved,Substantial Possession (>70%),Moderate,Low,1,3,4,30.45,1,130
PCL-12456,PRJ-1035,Uttar Pradesh,Prayagraj,27.785303,81.535167,Irrigation / Water Canal,47.42,75,1.5816,0.6323,81.0,55.0,0,171,45,0,277,0.135,Partially Disbursed,Preliminary Notification (Sec 11),Approved,Partial Possession (30-70%),Low / Resistant,Low,1,2,3,33.21,1,143
PCL-12457,PRJ-1015,Rajasthan,Alwar,24.387827,72.318862,Renewable / Solar Park,77.11,97,1.2579,0.7949,54.0,68.0,0,0,32,0,204,0.536,Fully Disbursed,Preliminary Notification (Sec 11),Approved,Full Possession,High / Cooperative,Medium,2,4,5,20.05,0,0
PCL-12458,PRJ-1203,Rajasthan,Jaipur,26.853503,75.095826,Irrigation / Water Canal,11.74,12,1.0221,0.9783,88.0,40.0,0,0,48,0,76,0.361,Fully Disbursed,Possession Taken (Sec 38),Approved,Full Possession,High / Cooperative,Low,1,4,5,11.25,0,41
PCL-12459,PRJ-1248,Karnataka,Kalaburagi,13.467759,77.21798,Irrigation / Water Canal,10.93,2,0.183,5.4623,49.0,70.0,0,0,213,153,173,0.463,Fully Disbursed,Possession Taken (Sec 38),Under Scrutiny,Full Possession,High / Cooperative,Low,1,4,5,19.69,0,58
PCL-12460,PRJ-1008,Rajasthan,Udaipur,24.084331,71.083649,Railway & Freight Corridor,78.14,65,0.8318,1.2021,51.0,50.0,0,282,156,96,164,0.231,Pending Disbursal,Award Declared (Sec 23),Conditional Clearance,Contested / Encroached,Hostile / Legal Injunction,Medium,2,1,1,43.79,1,386
PCL-12461,PRJ-1151,Karnataka,Bengaluru Rural,16.714686,76.244717,Renewable / Solar Park,26.12,22,0.8423,1.1872,73.0,75.0,0,125,24,0,30,0.578,Partially Disbursed,Preliminary Notification (Sec 11),Approved,Partial Possession (30-70%),Low / Resistant,Low,1,2,3,21.66,1,196
PCL-12462,PRJ-1059,Madhya Pradesh,Jabalpur,24.096863,79.058679,Highway / Expressway,81.04,147,1.8139,0.5513,90.0,37.0,1,77,180,120,153,0.534,Partially Disbursed,Preliminary Notification (Sec 11),Conditional Clearance,Substantial Possession (>70%),High / Cooperative,Medium,2,4,4,42.2,1,280
PCL-12463,PRJ-1005,Gujarat,Ahmedabad,23.547038,71.44939,Industrial Corridor / SEZ,63.35,97,1.5312,0.6531,71.0,42.0,0,0,15,0,211,0.444,Fully Disbursed,Declaration Published (Sec 19),Approved,Substantial Possession (>70%),Moderate,Low,1,3,4,23.26,0,61
PCL-12464,PRJ-1110,Rajasthan,Udaipur,24.832973,75.167575,Renewable / Solar Park,29.26,51,1.743,0.5737,50.0,43.0,0,128,146,86,368,0.378,Partially Disbursed,Declaration Published (Sec 19),Approved,Partial Possession (30-70%),Moderate,Low,1,3,3,38.51,1,261
